# docs/Project58/asserts.tsv — every string count operand NOT proven non-negative by construction,
# with the exact IR assert that discharges it at runtime.  Emit it immediately BEFORE the statement
# (same block; the count expression is evaluated in the statement's own context, IR.md 5.8).
# tier: base-class = a varying read (count = length word at A, data at A+1); cond = non-negative iff the
#       named length word(s) are; guard = proven by a dominating guard (no assert NEEDED, listed for completeness);
#       unknown = the tool could not decide (arithmetic / opaque / interprocedural); the assert still discharges it;
#       invariant (a005) = proven by dataflow: the count is a frame slot's length word (or C - it) and every writer of
#       that slot in the routine keeps it in [0, C] (literal assignments, the clamped append min(len+k, C)); no assert NEEDED;
#       derived (a004) = built from base-class length words by +, x, min/max: covered by the ROOT site's assert(s)
#       named in the root column (block:stmt role), which dominate it with the length word unchanged between.
# pc	block	stmt	op	routine	role	class	tier	needed	root	assert
7015C0AD	7015C0A3	0	WCMP	QUEST	s1/ac1	varying	guard	no		assert((sx16(M16[0x7000021C])) >=s 0, "P58 guard s1-ac1 @7015C0AD")
70170BF0	70170BCA	13	WCMV	MOVE_IN_CAVE	dst/ac0	lenload-expr	derived	no	70170BCA:13 src/ac1	assert((sx16(M16[wp(ac3, 0x1C)])) >=s 0, "P58 derived dst-ac0 @70170BF0")
70170BF0	70170BCA	13	WCMV	MOVE_IN_CAVE	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x1C)])) >=s 0, "P58 base-class src-ac1 @70170BF0")
70170BF9	70170BCA	19	WCMV	MOVE_IN_CAVE	dst/ac0	register	derived	no	70170BCA:9 src/ac1 & 70170BCA:13 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70170BF9")
70170BF9	70170BCA	19	WCMV	MOVE_IN_CAVE	src/ac1	register	derived	no	70170BCA:9 src/ac1 & 70170BCA:13 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @70170BF9")
70170C07	70170BCA	26	WCMV	MOVE_IN_CAVE	dst/ac0	register	derived	no	70170BCA:9 src/ac1 & 70170BCA:13 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70170C07")
70170C07	70170BCA	26	WCMV	MOVE_IN_CAVE	src/ac1	register	derived	no	70170BCA:9 src/ac1 & 70170BCA:13 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @70170C07")
7017191B	70171903	8	WCMV	MOVE_PLAYER	dst/ac0	lenload-expr	derived	no	70171903:8 src/ac1	assert((sx16(M16[wp(ac3, 0x46)])) >=s 0, "P58 derived dst-ac0 @7017191B")
7017191B	70171903	8	WCMV	MOVE_PLAYER	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x46)])) >=s 0, "P58 base-class src-ac1 @7017191B")
70171924	70171903	10	WCMV	MOVE_PLAYER	dst/ac0	expr	derived	no	70171903:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x46)]) + 0x52)) >=s 0, "P58 derived dst-ac0 @70171924")
70171924	70171903	10	WCMV	MOVE_PLAYER	src/ac1	expr	derived	no	70171903:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x46)]) + 0x52)) >=s 0, "P58 derived src-ac1 @70171924")
70171935	70171903	13	WCMV	MOVE_PLAYER	dst/ac0	expr	derived	no	70171903:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x46)]) + 0x64)) >=s 0, "P58 derived dst-ac0 @70171935")
70171935	70171903	13	WCMV	MOVE_PLAYER	src/ac1	expr	derived	no	70171903:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x46)]) + 0x64)) >=s 0, "P58 derived src-ac1 @70171935")
701719C5	7017199A	17	WCMV	MOVE_PLAYER	dst/ac0	register	derived	no	7017199A:17 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @701719C5")
701719C5	7017199A	17	WCMV	MOVE_PLAYER	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @701719C5")
701719C5	7017199A	23	WCMV	MOVE_PLAYER	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @701719C5")
701719C5	7017199A	23	WCMV	MOVE_PLAYER	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @701719C5")
701719D6	7017199A	29	WCMV	MOVE_PLAYER	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @701719D6")
701719D6	7017199A	29	WCMV	MOVE_PLAYER	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @701719D6")
70172844	70172831	7	WCMV	MOVE_PLAYER	dst/ac0	lenload-expr	derived	no	70172831:7 src/ac1	assert((sx16(M16[0x7000021C])) >=s 0, "P58 derived dst-ac0 @70172844")
70172844	70172831	7	WCMV	MOVE_PLAYER	src/ac1	varying	base-class	yes		assert((sx16(M16[0x7000021C])) >=s 0, "P58 base-class src-ac1 @70172844")
7017284F	70172831	9	WCMV	MOVE_PLAYER	dst/ac0	expr	derived	no	70172831:7 src/ac1	assert(((sx16(M16[0x7000021C]) + 1)) >=s 0, "P58 derived dst-ac0 @7017284F")
7017284F	70172831	9	WCMV	MOVE_PLAYER	src/ac1	expr	derived	no	70172831:7 src/ac1	assert(((sx16(M16[0x7000021C]) + 1)) >=s 0, "P58 derived src-ac1 @7017284F")
70172DA8	70172D98	5	WCMP	OBSERVE	s1/ac1	lenload-expr	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 0xD)]) * 0x33) - 0xFEB0503)])) >=s 0, "P58 base-class s1-ac1 @70172DA8")
70172DED	70172DDE	4	WCMV	OBSERVE	dst/ac0	lenload-expr	invariant	no	length word wp(wfp, 0x12) in [0, 32767] (slot invariant)	assert((sx16(M16[wp(ac3, 0x12)])) >=s 0, "P58 invariant dst-ac0 @70172DED")
70172DED	70172DDE	4	WCMV	OBSERVE	src/ac1	varying	invariant	no	length word wp(wfp, 0x12) in [0, 32767] (slot invariant)	assert((sx16(M16[wp(ac3, 0x12)])) >=s 0, "P58 invariant src-ac1 @70172DED")
70172DF8	70172DDE	6	WCMV	OBSERVE	dst/ac0	lenload-expr	derived	no	70172DDE:6 src/ac1	assert((sx16(M16[((sx16(M16[wp(ac3, 0xD)]) * 0x33) - 0xFEB0503)])) >=s 0, "P58 derived dst-ac0 @70172DF8")
70172DF8	70172DDE	6	WCMV	OBSERVE	src/ac1	lenload-expr	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 0xD)]) * 0x33) - 0xFEB0503)])) >=s 0, "P58 base-class src-ac1 @70172DF8")
70172E01	70172DDE	8	WCMV	OBSERVE	dst/ac0	wide-expr	derived	no	70172DDE:4 src/ac1 & 70172DDE:6 src/ac1	assert((M32[wp(ac3, 0x80)]) >=s 0, "P58 derived dst-ac0 @70172E01")
70172E01	70172DDE	8	WCMV	OBSERVE	src/ac1	wide-expr	derived	no	70172DDE:4 src/ac1 & 70172DDE:6 src/ac1	assert((M32[wp(ac3, 0x80)]) >=s 0, "P58 derived src-ac1 @70172E01")
70172E0D	70172DDE	12	WCMV	OBSERVE	dst/ac0	wide-expr	derived	no	70172DDE:4 src/ac1 & 70172DDE:6 src/ac1	assert((M32[wp(ac3, 0x62)]) >=s 0, "P58 derived dst-ac0 @70172E0D")
70172E0D	70172DDE	12	WCMV	OBSERVE	src/ac1	wide-expr	derived	no	70172DDE:4 src/ac1 & 70172DDE:6 src/ac1	assert((M32[wp(ac3, 0x62)]) >=s 0, "P58 derived src-ac1 @70172E0D")
70172E18	70172DDE	14	WCMV	OBSERVE	dst/ac0	lenload-expr	derived	no	70172DDE:14 src/ac1	assert((sx16(M16[(M32[wp(ac3, 0x9A)] - 0xFFFF977)])) >=s 0, "P58 derived dst-ac0 @70172E18")
70172E18	70172DDE	14	WCMV	OBSERVE	src/ac1	lenload-expr	base-class	yes		assert((sx16(M16[(M32[wp(ac3, 0x9A)] - 0xFFFF977)])) >=s 0, "P58 base-class src-ac1 @70172E18")
70172E21	70172DDE	16	WCMV	OBSERVE	dst/ac0	wide-expr	derived	no	70172DDE:4 src/ac1 & 70172DDE:6 src/ac1 & 70172DDE:14 src/ac1	assert((M32[wp(ac3, 0x82)]) >=s 0, "P58 derived dst-ac0 @70172E21")
70172E21	70172DDE	16	WCMV	OBSERVE	src/ac1	wide-expr	derived	no	70172DDE:4 src/ac1 & 70172DDE:6 src/ac1 & 70172DDE:14 src/ac1	assert((M32[wp(ac3, 0x82)]) >=s 0, "P58 derived src-ac1 @70172E21")
70172E3A	70172DDE	29	WCMV	OBSERVE	dst/ac0	wide-expr	derived	no	70172DDE:4 src/ac1 & 70172DDE:6 src/ac1 & 70172DDE:14 src/ac1	assert((M32[wp(ac3, 0x84)]) >=s 0, "P58 derived dst-ac0 @70172E3A")
70172E3A	70172DDE	29	WCMV	OBSERVE	src/ac1	wide-expr	derived	no	70172DDE:4 src/ac1 & 70172DDE:6 src/ac1 & 70172DDE:14 src/ac1	assert((M32[wp(ac3, 0x84)]) >=s 0, "P58 derived src-ac1 @70172E3A")
70172E41	70172DDE	31	WCMV	OBSERVE	dst/ac0	lenload-expr	derived	no	70172DDE:31 src/ac1	assert((sx16(M16[wp(ac3, 0x86)])) >=s 0, "P58 derived dst-ac0 @70172E41")
70172E41	70172DDE	31	WCMV	OBSERVE	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x86)])) >=s 0, "P58 base-class src-ac1 @70172E41")
70172E4E	70172E4E	0	WCMV	OBSERVE	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @70172E4E")
70172E55	70172E55	0	WCMV	OBSERVE	dst/ac0	register	derived	no	residue chain	assert((ac0) >=s 0, "P58 derived dst-ac0 @70172E55")
70172E55	70172E55	0	WCMV	OBSERVE	src/ac1	register	derived	no	residue chain	assert((ac1) >=s 0, "P58 derived src-ac1 @70172E55")
70172E7A	70172E6A	5	WCMP	OBSERVE	s1/ac1	lenload-expr	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 0xD)]) * 0x33) - 0xFEAF513)])) >=s 0, "P58 base-class s1-ac1 @70172E7A")
70172EBE	70172EB0	4	WCMV	OBSERVE	dst/ac0	lenload-expr	invariant	no	length word wp(wfp, 0x12) in [0, 32767] (slot invariant)	assert((sx16(M16[wp(ac3, 0x12)])) >=s 0, "P58 invariant dst-ac0 @70172EBE")
70172EBE	70172EB0	4	WCMV	OBSERVE	src/ac1	varying	invariant	no	length word wp(wfp, 0x12) in [0, 32767] (slot invariant)	assert((sx16(M16[wp(ac3, 0x12)])) >=s 0, "P58 invariant src-ac1 @70172EBE")
70172EC9	70172EB0	6	WCMV	OBSERVE	dst/ac0	lenload-expr	derived	no	70172EB0:6 src/ac1	assert((sx16(M16[((sx16(M16[wp(ac3, 0xD)]) * 0x33) - 0xFEAF513)])) >=s 0, "P58 derived dst-ac0 @70172EC9")
70172EC9	70172EB0	6	WCMV	OBSERVE	src/ac1	lenload-expr	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 0xD)]) * 0x33) - 0xFEAF513)])) >=s 0, "P58 base-class src-ac1 @70172EC9")
70172ED2	70172EB0	8	WCMV	OBSERVE	dst/ac0	wide-expr	derived	no	70172EB0:4 src/ac1 & 70172EB0:6 src/ac1	assert((M32[wp(ac3, 0x80)]) >=s 0, "P58 derived dst-ac0 @70172ED2")
70172ED2	70172EB0	8	WCMV	OBSERVE	src/ac1	wide-expr	derived	no	70172EB0:4 src/ac1 & 70172EB0:6 src/ac1	assert((M32[wp(ac3, 0x80)]) >=s 0, "P58 derived src-ac1 @70172ED2")
70172EDE	70172EB0	12	WCMV	OBSERVE	dst/ac0	wide-expr	derived	no	70172EB0:4 src/ac1 & 70172EB0:6 src/ac1	assert((M32[wp(ac3, 0x82)]) >=s 0, "P58 derived dst-ac0 @70172EDE")
70172EDE	70172EB0	12	WCMV	OBSERVE	src/ac1	wide-expr	derived	no	70172EB0:4 src/ac1 & 70172EB0:6 src/ac1	assert((M32[wp(ac3, 0x82)]) >=s 0, "P58 derived src-ac1 @70172EDE")
70172EE9	70172EB0	18	WCMV	OBSERVE	dst/ac0	register	derived	no	70172EB0:18 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70172EE9")
70172EE9	70172EB0	18	WCMV	OBSERVE	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @70172EE9")
70172EF2	70172EB0	20	WCMV	OBSERVE	dst/ac0	wide-expr	derived	no	70172EB0:4 src/ac1 & 70172EB0:6 src/ac1 & 70172EB0:18 src/ac1	assert((M32[wp(ac3, 0x84)]) >=s 0, "P58 derived dst-ac0 @70172EF2")
70172EF2	70172EB0	20	WCMV	OBSERVE	src/ac1	wide-expr	derived	no	70172EB0:4 src/ac1 & 70172EB0:6 src/ac1 & 70172EB0:18 src/ac1	assert((M32[wp(ac3, 0x84)]) >=s 0, "P58 derived src-ac1 @70172EF2")
70172F0B	70172EB0	33	WCMV	OBSERVE	dst/ac0	wide-expr	derived	no	70172EB0:4 src/ac1 & 70172EB0:6 src/ac1 & 70172EB0:18 src/ac1	assert((M32[wp(ac3, 0x9A)]) >=s 0, "P58 derived dst-ac0 @70172F0B")
70172F0B	70172EB0	33	WCMV	OBSERVE	src/ac1	wide-expr	derived	no	70172EB0:4 src/ac1 & 70172EB0:6 src/ac1 & 70172EB0:18 src/ac1	assert((M32[wp(ac3, 0x9A)]) >=s 0, "P58 derived src-ac1 @70172F0B")
70172F12	70172EB0	35	WCMV	OBSERVE	dst/ac0	lenload-expr	derived	no	70172EB0:35 src/ac1	assert((sx16(M16[wp(ac3, 0x86)])) >=s 0, "P58 derived dst-ac0 @70172F12")
70172F12	70172EB0	35	WCMV	OBSERVE	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x86)])) >=s 0, "P58 base-class src-ac1 @70172F12")
70172F1F	70172F1F	0	WCMV	OBSERVE	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @70172F1F")
70172F26	70172F26	0	WCMV	OBSERVE	dst/ac0	register	derived	no	residue chain	assert((ac0) >=s 0, "P58 derived dst-ac0 @70172F26")
70172F26	70172F26	0	WCMV	OBSERVE	src/ac1	register	derived	no	residue chain	assert((ac1) >=s 0, "P58 derived src-ac1 @70172F26")
7017320C	701731FE	4	WCMV	OBSERVE	dst/ac0	lenload-expr	derived	no	701731FE:4 src/ac1	assert((sx16(M16[wp(ac3, 0x12)])) >=s 0, "P58 derived dst-ac0 @7017320C")
7017320C	701731FE	4	WCMV	OBSERVE	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x12)])) >=s 0, "P58 base-class src-ac1 @7017320C")
7017321B	701731FE	7	WCMV	OBSERVE	dst/ac0	wide-expr	derived	no	701731FE:4 src/ac1	assert((M32[wp(ac3, 0x80)]) >=s 0, "P58 derived dst-ac0 @7017321B")
7017321B	701731FE	7	WCMV	OBSERVE	src/ac1	wide-expr	derived	no	701731FE:4 src/ac1	assert((M32[wp(ac3, 0x80)]) >=s 0, "P58 derived src-ac1 @7017321B")
70173222	701731FE	9	WCMV	OBSERVE	dst/ac0	lenload-expr	derived	no	701731FE:9 src/ac1	assert((sx16(M16[wp(ac3, 0x86)])) >=s 0, "P58 derived dst-ac0 @70173222")
70173222	701731FE	9	WCMV	OBSERVE	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x86)])) >=s 0, "P58 base-class src-ac1 @70173222")
7017322E	7017322E	0	WCMV	OBSERVE	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @7017322E")
70173235	70173235	0	WCMV	OBSERVE	dst/ac0	register	derived	no	residue chain	assert((ac0) >=s 0, "P58 derived dst-ac0 @70173235")
70173235	70173235	0	WCMV	OBSERVE	src/ac1	register	derived	no	residue chain	assert((ac1) >=s 0, "P58 derived src-ac1 @70173235")
70173253	70173247	7	WCMV	OBSERVE	dst/ac0	register	invariant	no	join{150 - slot18 with the slot in [0, 150] (invariant) | constant 19}	assert((ac0) >=s 0, "P58 invariant dst-ac0 @70173253")
70173253	70173247	7	WCMV	OBSERVE	src/ac1	register	invariant	no	join{150 - slot18 with the slot in [0, 150] (invariant) | constant 19}	assert((ac1) >=s 0, "P58 invariant src-ac1 @70173253")
70173279	7017326D	7	WCMV	OBSERVE	dst/ac0	register	invariant	no	join{150 - slot18 with the slot in [0, 150] (invariant) | constant 34}	assert((ac0) >=s 0, "P58 invariant dst-ac0 @70173279")
70173279	7017326D	7	WCMV	OBSERVE	src/ac1	register	invariant	no	join{150 - slot18 with the slot in [0, 150] (invariant) | constant 34}	assert((ac1) >=s 0, "P58 invariant src-ac1 @70173279")
701732B0	701732A1	4	WCMV	OBSERVE	dst/ac0	lenload-expr	derived	no	701732A1:4 src/ac1	assert((sx16(M16[wp(ac3, 0x12)])) >=s 0, "P58 derived dst-ac0 @701732B0")
701732B0	701732A1	4	WCMV	OBSERVE	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x12)])) >=s 0, "P58 base-class src-ac1 @701732B0")
701732BF	701732A1	7	WCMV	OBSERVE	dst/ac0	wide-expr	derived	no	701732A1:4 src/ac1	assert((M32[wp(ac3, 0x60)]) >=s 0, "P58 derived dst-ac0 @701732BF")
701732BF	701732A1	7	WCMV	OBSERVE	src/ac1	wide-expr	derived	no	701732A1:4 src/ac1	assert((M32[wp(ac3, 0x60)]) >=s 0, "P58 derived src-ac1 @701732BF")
701732C6	701732A1	9	WCMV	OBSERVE	dst/ac0	lenload-expr	derived	no	701732A1:9 src/ac1	assert((sx16(M16[wp(ac3, 0x86)])) >=s 0, "P58 derived dst-ac0 @701732C6")
701732C6	701732A1	9	WCMV	OBSERVE	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x86)])) >=s 0, "P58 base-class src-ac1 @701732C6")
701732D2	701732D2	0	WCMV	OBSERVE	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @701732D2")
701732D9	701732D9	0	WCMV	OBSERVE	dst/ac0	register	derived	no	residue chain	assert((ac0) >=s 0, "P58 derived dst-ac0 @701732D9")
701732D9	701732D9	0	WCMV	OBSERVE	src/ac1	register	derived	no	residue chain	assert((ac1) >=s 0, "P58 derived src-ac1 @701732D9")
701732E7	701732E0	1	WCMP	OBSERVE	s1/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x12)])) >=s 0, "P58 base-class s1-ac1 @701732E7")
701732FE	701732EB	9	WCMV	OBSERVE	dst/ac0	lenload-expr	derived	no	701732EB:9 src/ac1	assert((sx16(M16[wp(ac3, 0x12)])) >=s 0, "P58 derived dst-ac0 @701732FE")
701732FE	701732EB	9	WCMV	OBSERVE	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x12)])) >=s 0, "P58 base-class src-ac1 @701732FE")
70173307	701732EB	11	WCMV	OBSERVE	dst/ac0	expr	derived	no	701732EB:9 src/ac1	assert(((sx16(M16[wp(ac3, 0x12)]) + 1)) >=s 0, "P58 derived dst-ac0 @70173307")
70173307	701732EB	11	WCMV	OBSERVE	src/ac1	expr	derived	no	701732EB:9 src/ac1	assert(((sx16(M16[wp(ac3, 0x12)]) + 1)) >=s 0, "P58 derived src-ac1 @70173307")
70173315	701732EB	15	WCMV	OBSERVE	dst/ac0	expr	derived	no	701732EB:9 src/ac1	assert(((sx16(M16[wp(ac3, 0x12)]) + 2)) >=s 0, "P58 derived dst-ac0 @70173315")
70173315	701732EB	15	WCMV	OBSERVE	src/ac1	expr	derived	no	701732EB:9 src/ac1	assert(((sx16(M16[wp(ac3, 0x12)]) + 2)) >=s 0, "P58 derived src-ac1 @70173315")
701733BF	701733A6	6	WCMP	OBSERVE.1@70173378	s1/ac1	varying	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 0xD)]) * 0x13) + M32[0x70000212] + 0x7C2)])) >=s 0, "P58 base-class s1-ac1 @701733BF")
701733BF	701733A6	6	WCMP	OBSERVE.1@70173378	s2/ac0	varying	base-class	yes		assert((sx16(M16[0x7000021C])) >=s 0, "P58 base-class s2-ac0 @701733BF")
70173565	7017354D	9	WCMV	OBSERVE.1@70173378	dst/ac0	lenload-expr	derived	no	7017354D:9 src/ac1	assert((sx16(M16[wp(ac3, 0x86)])) >=s 0, "P58 derived dst-ac0 @70173565")
70173565	7017354D	9	WCMV	OBSERVE.1@70173378	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x86)])) >=s 0, "P58 base-class src-ac1 @70173565")
7017356E	7017354D	11	WCMV	OBSERVE.1@70173378	dst/ac0	wide-expr	derived	no	7017354D:9 src/ac1	assert((M32[wp(ac3, 0x60)]) >=s 0, "P58 derived dst-ac0 @7017356E")
7017356E	7017354D	11	WCMV	OBSERVE.1@70173378	src/ac1	wide-expr	derived	no	7017354D:9 src/ac1	assert((M32[wp(ac3, 0x60)]) >=s 0, "P58 derived src-ac1 @7017356E")
7017357D	7017354D	14	WCMV	OBSERVE.1@70173378	dst/ac0	wide-expr	derived	no	7017354D:9 src/ac1	assert((M32[wp(ac3, 0x7E)]) >=s 0, "P58 derived dst-ac0 @7017357D")
7017357D	7017354D	14	WCMV	OBSERVE.1@70173378	src/ac1	wide-expr	derived	no	7017354D:9 src/ac1	assert((M32[wp(ac3, 0x7E)]) >=s 0, "P58 derived src-ac1 @7017357D")
70173584	7017354D	16	WCMV	OBSERVE.1@70173378	dst/ac0	lenload-expr	derived	no	7017354D:16 src/ac1	assert((sx16(M16[wp(ac3, 0x62)])) >=s 0, "P58 derived dst-ac0 @70173584")
70173584	7017354D	16	WCMV	OBSERVE.1@70173378	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x62)])) >=s 0, "P58 base-class src-ac1 @70173584")
7017358D	7017354D	18	WCMV	OBSERVE.1@70173378	dst/ac0	expr	derived	no	7017354D:16 src/ac1 & 7017354D:9 src/ac1	assert(((sx16(M16[wp(ac3, 0x62)]) + sx16(M16[wp(ac3, 0x86)]) + 0x2A)) >=s 0, "P58 derived dst-ac0 @7017358D")
7017358D	7017354D	18	WCMV	OBSERVE.1@70173378	src/ac1	expr	derived	no	7017354D:16 src/ac1 & 7017354D:9 src/ac1	assert(((sx16(M16[wp(ac3, 0x62)]) + sx16(M16[wp(ac3, 0x86)]) + 0x2A)) >=s 0, "P58 derived src-ac1 @7017358D")
7017359E	7017354D	21	WCMV	OBSERVE.1@70173378	dst/ac0	expr	derived	no	7017354D:16 src/ac1 & 7017354D:9 src/ac1	assert(((sx16(M16[wp(ac3, 0x62)]) + sx16(M16[wp(ac3, 0x86)]) + 0x3E)) >=s 0, "P58 derived dst-ac0 @7017359E")
7017359E	7017354D	21	WCMV	OBSERVE.1@70173378	src/ac1	expr	derived	no	7017354D:16 src/ac1 & 7017354D:9 src/ac1	assert(((sx16(M16[wp(ac3, 0x62)]) + sx16(M16[wp(ac3, 0x86)]) + 0x3E)) >=s 0, "P58 derived src-ac1 @7017359E")
7017390D	701738F5	6	WCMP	OP_EDIT.1@701738CF	s1/ac1	varying	base-class	yes		assert((sx16(M16[0x7000021C])) >=s 0, "P58 base-class s1-ac1 @7017390D")
7017390D	701738F5	6	WCMP	OP_EDIT.1@701738CF	s2/ac0	varying	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 0x11)]) * 0x14) + M32[0x70000212] - 0xF)])) >=s 0, "P58 base-class s2-ac0 @7017390D")
70173B29	70173B05	18	WCMV	OP_EDIT.2@7017395B	dst/ac0	lenload-expr	derived	no	70173B05:18 src/ac1	assert((sx16(M16[((sx16(M16[wp(ac3, 0x11)]) * 0x14) + M32[0x70000212] - 0xF)])) >=s 0, "P58 derived dst-ac0 @70173B29")
70173B29	70173B05	18	WCMV	OP_EDIT.2@7017395B	src/ac1	varying	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 0x11)]) * 0x14) + M32[0x70000212] - 0xF)])) >=s 0, "P58 base-class src-ac1 @70173B29")
70173B34	70173B05	20	WCMV	OP_EDIT.2@7017395B	dst/ac0	expr	derived	no	70173B05:18 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 0x11)]) * 0x14) + M32[0x70000212] - 0xF)]) + 1)) >=s 0, "P58 derived dst-ac0 @70173B34")
70173B34	70173B05	20	WCMV	OP_EDIT.2@7017395B	src/ac1	expr	derived	no	70173B05:18 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 0x11)]) * 0x14) + M32[0x70000212] - 0xF)]) + 1)) >=s 0, "P58 derived src-ac1 @70173B34")
70173BD7	70173BC7	7	WCMV	OP_EDIT.2@7017395B	dst/ac0	lenload-expr	derived	no	70173BC7:7 src/ac1	assert((sx16(M16[wp(ac3, 0x46)])) >=s 0, "P58 derived dst-ac0 @70173BD7")
70173BD7	70173BC7	7	WCMV	OP_EDIT.2@7017395B	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x46)])) >=s 0, "P58 base-class src-ac1 @70173BD7")
70173BE0	70173BC7	9	WCMV	OP_EDIT.2@7017395B	dst/ac0	wide-expr	derived	no	70173BC7:7 src/ac1	assert((M32[wp(ac3, 0x22)]) >=s 0, "P58 derived dst-ac0 @70173BE0")
70173BE0	70173BC7	9	WCMV	OP_EDIT.2@7017395B	src/ac1	wide-expr	derived	no	70173BC7:7 src/ac1	assert((M32[wp(ac3, 0x22)]) >=s 0, "P58 derived src-ac1 @70173BE0")
70173BEC	70173BC7	13	WCMV	OP_EDIT.2@7017395B	dst/ac0	wide-expr	cond	yes		assert((M32[wp(ac3, 0x28)]) >=s 0, "P58 cond dst-ac0 @70173BEC")
70173BEC	70173BC7	13	WCMV	OP_EDIT.2@7017395B	src/ac1	wide-expr	cond	yes		assert((M32[wp(ac3, 0x28)]) >=s 0, "P58 cond src-ac1 @70173BEC")
70173BF3	70173BC7	15	WCMV	OP_EDIT.2@7017395B	dst/ac0	lenload-expr	derived	no	70173BC7:15 src/ac1	assert((sx16(M16[wp(ac3, 0x62)])) >=s 0, "P58 derived dst-ac0 @70173BF3")
70173BF3	70173BC7	15	WCMV	OP_EDIT.2@7017395B	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x62)])) >=s 0, "P58 base-class src-ac1 @70173BF3")
70173BFC	70173BC7	17	WCMV	OP_EDIT.2@7017395B	dst/ac0	wide-expr	cond	yes		assert((M32[wp(ac3, 0x24)]) >=s 0, "P58 cond dst-ac0 @70173BFC")
70173BFC	70173BC7	17	WCMV	OP_EDIT.2@7017395B	src/ac1	wide-expr	cond	yes		assert((M32[wp(ac3, 0x24)]) >=s 0, "P58 cond src-ac1 @70173BFC")
70173C0B	70173BC7	20	WCMV	OP_EDIT.2@7017395B	dst/ac0	wide-expr	cond	yes		assert((M32[wp(ac3, 0x36)]) >=s 0, "P58 cond dst-ac0 @70173C0B")
70173C0B	70173BC7	20	WCMV	OP_EDIT.2@7017395B	src/ac1	wide-expr	cond	yes		assert((M32[wp(ac3, 0x36)]) >=s 0, "P58 cond src-ac1 @70173C0B")
70173C12	70173BC7	22	WCMV	OP_EDIT.2@7017395B	dst/ac0	lenload-expr	derived	no	70173BC7:22 src/ac1	assert((sx16(M16[wp(ac3, 0x74)])) >=s 0, "P58 derived dst-ac0 @70173C12")
70173C12	70173BC7	22	WCMV	OP_EDIT.2@7017395B	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x74)])) >=s 0, "P58 base-class src-ac1 @70173C12")
70173C1B	70173BC7	24	WCMV	OP_EDIT.2@7017395B	dst/ac0	wide-expr	cond	yes		assert((M32[wp(ac3, 0x26)]) >=s 0, "P58 cond dst-ac0 @70173C1B")
